STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24
  356,20141119,   70,   14,   16,   20,    1,   10,    2,   40,   13,   77,   49,   22,   87,   13,   25,   24,    0,    0,   91,   21,    4,    1,    9,10213,10261,   24,10150,    1,     ,     ,     ,     ,    7,   95,   99,    6,   88,   18,    1
  356,20141120,   86,   28,   29,   50,   21,   10,    1,   70,   16,   68,   31,   24,   76,   14,   13,   24,    0,    0,  107,    0,    0,    0,    1,10266,10274,    9,10259,   24,     ,     ,     ,     ,    7,   90,   95,    1,   86,   14,    1
  356,20141121,   89,   32,   33,   50,   12,   20,    1,   80,   13,   50,    6,    7,   85,   14,   -5,   12,   70,   82,  484,    0,    0,    0,    1,10218,10254,    1,10184,   24,     ,     ,     ,     ,    3,   88,   98,    7,   74,   13,    6
  356,20141122,  135,   30,   34,   40,    3,   10,   21,   70,   11,   81,   36,    5,  128,   14,   29,    6,   56,   66,  412,    0,    0,    0,    1,10171,10182,    1,10164,   13,     ,     ,     ,     ,    6,   89,   96,   21,   78,   13,    6
  356,20141123,  156,   15,   29,   50,   23,   20,    2,  100,   22,  107,   68,    7,  140,   14,   58,   12,   53,   63,  400,   23,   10,    8,   24,10158,10178,    1,10135,   17,     ,     ,     ,     ,    5,   92,   98,    6,   81,   12,    6
  356,20141124,  274,   16,   21,   40,    3,    0,   23,   80,    3,   56,   -5,   24,  110,   13,  -21,   24,   66,   78,  485,   22,   15,    7,    3,10248,10276,   23,10181,    1,     ,     ,     ,     ,    2,   92,  100,    7,   69,   12,    6
  356,20141125,   86,   30,   31,   60,   19,   10,    1,   90,   19,   36,  -19,    7,   85,   14,  -36,    6,   50,   60,  391,    0,    0,    0,    1,10239,10272,    1,10191,   24,     ,     ,     ,     ,    3,   92,  100,    2,   82,   13,    5
  356,20141126,  106,   48,   49,   60,    4,   40,   17,  110,   10,   51,   28,    4,   67,   24,   21,    6,    0,    0,  169,    2,    1,    1,   21,10140,10185,    1,10101,   24,     ,     ,     ,     ,    8,   88,   95,   20,   80,   14,    2
  356,20141127,  112,   41,   41,   50,   19,   30,    2,   80,   19,   72,   66,    6,   83,   12,   65,    6,    0,    0,  138,   39,   23,    7,   17,10073,10096,    1,10061,   15,     ,     ,     ,     ,    8,   92,   97,   20,   85,   12,    2
  356,20141128,   93,   55,   55,   70,   22,   40,    1,  110,   12,   63,   27,   24,   87,   12,   22,   24,    9,   11,  215,    0,    0,    0,    1,10089,10125,   24,10066,    1,     ,     ,     ,     ,    6,   88,   97,    5,   81,   12,    3
  356,20141129,   92,   49,   49,   60,    1,   40,    6,   90,    3,   29,   10,    7,   53,   14,    4,   12,     ,     ,  399,    0,    0,    0,    1,10145,10158,   19,10125,    1,     ,     ,     ,     ,    3,   90,   96,   23,   82,   13,    5
  370,20141115,  156,   15,   23,   50,   14,   10,    1,   70,   14,   92,   61,   20,  109,   14,   37,   24,    4,    4,  110,   63,   41,   15,    4,10016,10037,    1, 9998,   13,    1,   20,   61,   17,    8,   96,   99,   19,   92,   12,    2
  370,20141116,  159,   10,   14,   30,   20,    0,    2,   50,   20,   83,   66,    1,   94,   13,   59,    6,    2,    2,  142,   98,   58,   10,    8,10006,10023,    1, 9995,   15,    7,    2,   63,   15,    8,   97,  100,    2,   94,   12,    2
  370,20141117,  125,   25,   29,   50,   11,   10,   22,   80,   11,   96,   71,   24,  125,   13,   63,   24,   49,   56,  470,    0,   -1,   -1,   17,10044,10080,   24,10003,    1,   61,   24,   80,   12,    6,   85,   95,   23,   69,   12,    7
  370,20141118,   50,   27,   29,   40,    8,   10,    4,   70,    8,   82,   58,    4,   92,   14,   47,    6,    0,    0,  114,    0,   -1,   -1,    5,10108,10145,   24,10078,    1,   12,    4,   59,    7,    8,   91,   98,    4,   87,   14,    2
  370,20141119,   62,   13,   15,   20,    1,   10,    5,   40,    2,   72,   17,   23,   95,   12,   -4,   24,    0,    0,  135,    0,    0,    0,    1,10212,10260,   24,10150,    1,    2,   22,   59,   14,    7,   89,   99,   22,   74,   14,    2
  370,20141120,   82,   23,   24,   40,   20,   10,    1,   80,   20,   59,   17,    2,   94,   13,    3,    6,   47,   54,  393,    0,    0,    0,    1,10264,10273,   10,10255,   24,    2,    3,   57,   15,    5,   91,  100,    1,   81,   14,    5
  370,20141121,   89,   27,   29,   40,   10,   10,   17,   80,   11,   54,   15,    6,   87,   14,    5,    6,   69,   80,  502,    0,    0,    0,    1,10215,10251,    1,10185,   24,   22,   24,   62,   12,    2,   85,   96,    6,   72,   13,    6
  370,20141122,  145,   26,   27,   40,   12,   20,    1,   60,   12,   83,   41,    5,  130,   14,   33,    6,   60,   70,  477,    0,    0,    0,    1,10175,10184,    1,10169,   14,   17,    7,   72,   13,    6,   87,   93,    4,   72,   12,    7
  370,20141123,  157,   17,   30,   50,   23,   20,    1,  100,   23,  112,   77,    8,  153,   14,   70,   12,   68,   80,  442,    0,   -1,   -1,   18,10161,10179,    1,10140,   18,   41,   24,   75,   13,    5,   88,   95,    3,   74,   13,    7
  370,20141124,  291,   12,   15,   40,    1,    0,   17,   90,    4,   58,  -12,   24,  115,   13,  -41,   24,   70,   82,  490,   24,    8,    2,    1,10250,10279,   20,10184,    1,    4,    7,   82,   12,    3,   90,  100,    8,   64,   12,    6
  370,20141125,   80,   29,   30,   50,   12,    0,    1,  100,   12,   45,  -17,    3,   93,   12,  -48,    6,   63,   75,  472,    0,    0,    0,    1,10235,10271,    1,10185,   24,   11,    4,   80,   13,    3,   83,   98,    1,   66,   12,    6
  370,20141126,  108,   34,   36,   40,    1,   30,    5,   80,    1,   58,   42,    2,   71,   14,   33,    6,    0,    0,  156,    0,   -1,   -1,   14,10139,10182,    1,10106,   24,   56,   18,   67,    1,    8,   84,   92,   18,   77,   13,    2
  370,20141127,  118,   30,   30,   30,    1,   30,    1,   80,   18,   73,   64,    8,   85,   12,   59,   12,    2,    2,  151,   36,   12,    6,   16,10074,10099,    1,10059,   16,   21,   20,   61,    4,    8,   90,   96,   19,   85,   10,    2
  370,20141128,   92,   39,   40,   50,   12,   30,    1,  100,   15,   69,   36,   24,   96,   13,   29,   24,    3,    4,  215,     ,     ,     ,     ,10085,10118,   22,10064,    1,   50,    3,   64,   16,    6,   85,   93,    2,   73,   15,    3
  370,20141129,   90,   35,   35,   50,    1,   20,   19,   90,    1,   39,   25,    5,   65,   14,   14,   24,   37,   45,  334,    0,    0,    0,    1,10141,10154,   19,10122,    1,   50,   20,   61,   14,    5,   87,   91,   19,   77,   13,    4
  375,20141115,  145,   15,   25,   50,   15,   10,   21,   80,   14,   91,   58,   24,  114,   14,   38,   24,    0,    0,  127,   34,   12,    4,    7,10018,10038,    1, 9998,   13,    1,   20,   65,   15,    8,   96,  100,   21,   88,   12,    2
  375,20141116,  200,   10,   16,   30,   13,    0,    1,   50,   21,   79,   58,    1,   89,   14,   53,    6,    0,    0,  110,  115,   86,   17,   11,10007,10023,    1, 9994,   16,    3,    2,   59,   24,    8,   98,  100,    2,   95,   24,    2
  375,20141117,  116,   25,   30,   50,   12,   10,   22,   80,   11,   95,   66,   24,  126,   13,   53,   24,   55,   63,  490,    0,   -1,   -1,   17,10048,10082,   24,10008,    1,   50,   24,   80,   12,    7,   87,   98,   24,   69,   12,    7
  375,20141118,   51,   32,   33,   50,    7,   20,    1,   90,   12,   80,   65,    3,   89,   13,   53,    6,    0,    0,   99,    0,    0,    0,    1,10110,10145,   23,10080,    1,   44,   10,   58,    2,    8,   92,   98,    3,   88,   13,    1
  375,20141119,   59,   13,   15,   30,   13,   10,    3,   40,    1,   75,   39,   23,   87,   13,   15,   24,    0,    0,  111,    0,    0,    0,    1,10214,10262,   24,10150,    1,   24,    6,   59,   19,    8,   91,   98,   22,   85,    9,    2
  375,20141120,   73,   26,   27,   40,   10,   10,    1,   70,   19,   64,   17,   24,   86,   13,   -7,   24,    0,    0,  164,    0,    0,    0,    1,10267,10275,   10,10260,   24,    2,    2,   58,   21,    6,   90,  100,    2,   83,   13,    2
  375,20141121,   83,   35,   36,   50,   12,   30,    1,   80,   12,   44,    2,    8,   90,   13,  -20,   12,   73,   85,  505,    0,    0,    0,    1,10220,10256,    1,10188,   24,   21,    7,   69,   14,    2,   88,   98,    2,   70,   14,    6
  375,20141122,  126,   23,   24,   30,    1,   20,    2,   60,    1,   76,   22,    3,  121,   13,   11,    6,   63,   74,  450,    0,   -1,   -1,   22,10178,10185,    1,10171,   14,   56,    6,   64,   13,    5,   88,   95,    2,   75,   12,    6
  375,20141123,  156,   19,   26,   40,   13,   10,    1,   80,   24,  108,   66,    7,  143,   14,   46,   12,   67,   79,  430,    3,    1,    1,   24,10162,10181,    3,10139,   19,   38,   24,   70,   13,    5,   87,   98,    6,   76,   13,    6
  375,20141124,  286,   13,   15,   30,    1,    0,   19,   80,    1,   64,   -7,   24,  113,   13,  -37,   24,   71,   84,  511,   23,    6,    2,    1,10248,10278,   20,10180,    1,     ,     ,     ,     ,    3,   88,  100,   20,   60,   14,    7
  375,20141125,   74,   33,   33,   50,   13,    0,    1,   80,   13,   35,  -22,    5,   95,   13,  -49,    6,   58,   69,  431,    0,    0,    0,    1,10241,10273,    1,10194,   24,     ,     ,     ,     ,    2,   90,  100,    1,   73,   13,    5
  375,20141126,  105,   45,   47,   60,    7,   30,   23,  100,    7,   52,   27,    2,   67,   15,   19,    6,    5,    6,  197,    0,   -1,   -1,   15,10145,10190,    1,10109,   24,   57,   19,   62,    3,    8,   85,   95,   20,   76,   15,    3
  375,20141127,  112,   37,   37,   50,   20,   30,    1,   80,   16,   69,   62,   22,   80,   13,   59,   24,    9,   11,  180,   41,   20,    6,   19,10079,10102,    1,10066,   15,   27,   19,   60,    2,    8,   89,   97,   19,   83,    9,    2
  375,20141128,   87,   53,   53,   60,    9,   40,    2,  100,   19,   59,   21,   24,   92,   13,   15,   24,   15,   18,  253,     ,     ,     ,     ,10094,10129,   24,10071,    1,   48,    4,   59,   13,    5,   87,   95,    3,   79,   13,    3
  375,20141129,   85,   43,   44,   60,    1,   30,   19,   90,   13,   28,    4,    7,   56,   13,   -2,   12,   65,   79,  403,    0,    0,    0,    1,10148,10159,   19,10131,    1,   32,   19,   58,   12,    3,   90,   95,   17,   81,   13,    5
  377,20141115,  139,   10,   20,   40,   10,   10,    2,   90,   14,   90,   59,   21,  117,   13,   40,   24,    6,    7,  145,   57,   30,    9,    4,     ,     ,     ,     ,     ,    2,   20,   70,   15,    8,   95,  100,   20,   89,   11,    2
  377,20141116,  146,   10,   13,   30,   23,    0,    1,   40,   22,   82,   65,    1,   92,   14,   60,    6,    0,    0,  142,  124,   58,    8,    6,     ,     ,     ,     ,     ,    5,    7,   65,   15,    8,   96,   99,    7,   92,   24,    2
  377,20141117,  119,   25,   28,   50,    5,   10,   19,   80,    5,   91,   57,   24,  118,   13,   30,   24,   37,   42,  363,    0,   -1,   -1,    5,     ,     ,     ,     ,     ,    6,   24,   75,   10,    7,   88,   99,   24,   74,   10,    5
  377,20141118,   38,   21,   23,   30,    9,   10,    1,   50,   10,   81,   52,    2,   95,   12,   30,    6,    0,    0,  180,    8,    3,    3,   17,     ,     ,     ,     ,     ,   37,    1,   61,    5,    8,   93,   98,    1,   87,   12,    3
  377,20141119,   47,   13,   14,   20,    1,   10,    3,   40,    1,   72,   26,   23,   95,   13,    6,   24,    2,    2,  187,    0,    0,    0,    1,     ,     ,     ,     ,     ,    2,   24,   59,   13,    7,   93,  100,   23,   82,   13,    3
  377,20141120,   77,   21,   23,   40,   15,   10,    1,   70,   17,   51,   28,    3,   84,   12,    9,    6,   27,   31,  369,    0,    0,    0,    1,     ,     ,     ,     ,     ,    1,    3,   61,   19,    6,   95,  100,    1,   84,   19,    5
  377,20141121,   75,   23,   24,   40,   11,   10,   17,   80,   11,   43,   16,    7,   88,   14,    2,   24,   62,   72,  495,    0,    0,    0,    1,     ,     ,     ,     ,     ,   36,    1,   66,   14,    2,   90,   97,    1,   75,   14,    6
  377,20141122,  120,   17,   18,   30,   14,   10,    1,   40,    4,   76,   32,    3,  123,   14,   10,    6,   57,   66,  462,    0,    0,    0,    1,     ,     ,     ,     ,     ,   50,    3,   70,   14,    4,   91,   96,    3,   78,   13,    6
  377,20141123,  134,   16,   20,   30,    1,   10,    4,   60,   24,  102,   61,    7,  139,   14,   35,    6,   68,   79,  462,    5,    2,    2,   23,     ,     ,     ,     ,     ,   46,    6,   71,   12,    6,   90,   97,    6,   78,   12,    7
  377,20141124,  300,   14,   15,   50,    1,    0,   17,   90,    1,   64,   -6,   24,  121,    1,  -22,   24,   70,   82,  517,   31,   30,   17,    2,     ,     ,     ,     ,     ,    2,   23,   82,   13,    3,   90,  100,    8,   64,   13,    7
  377,20141125,   74,   27,   28,   50,   12,   10,    1,   80,   12,   37,  -11,    2,   88,   14,  -35,    6,   73,   86,  520,    0,    0,    0,    1,     ,     ,     ,     ,     ,   21,    1,   80,   13,    2,   87,   98,    1,   69,   13,    6
  377,20141126,  105,   39,   40,   50,    1,   30,   16,   90,    2,   60,   46,    8,   70,   13,   40,   12,    0,    0,  194,    0,   -1,   -1,   13,     ,     ,     ,     ,     ,   58,   15,   61,    1,    8,   85,   90,   15,   80,   11,    3
  377,20141127,  109,   31,   31,   40,   14,   20,    5,   70,   15,   69,   57,   24,   83,   13,   48,   24,    0,    0,  142,   60,   33,    9,   18,     ,     ,     ,     ,     ,   35,   18,   61,    2,    8,   90,   96,   17,   85,   13,    2
  377,20141128,   93,   43,   44,   60,   14,   30,    1,  100,   14,   65,   39,   24,   87,   13,   32,   24,    8,   10,  184,     ,     ,     ,     ,     ,     ,     ,     ,     ,   56,    3,   62,   17,    5,   86,   93,    1,   78,   12,    2
  377,20141129,   97,   42,   42,   50,    2,   30,   18,   90,    3,   43,   35,    6,   58,   11,   26,   12,    8,   10,  260,    0,    0,    0,    1,     ,     ,     ,     ,     ,   56,    3,   59,   16,    7,   88,   91,    5,   85,   11,    3
  380,20141115,  162,   12,   25,   40,   11,   10,   20,   80,   13,   93,   68,   20,  119,   11,   57,   24,    7,    8,  149,   49,   51,   23,    3,10018,10032,    1,10006,   10,   33,    5,   70,   10,    8,   94,   98,    2,   88,   10,    2
  380,20141116,  142,   13,   15,   20,    6,   10,    1,   50,   23,   82,   70,   22,   94,   14,   62,   24,    0,    0,  105,  139,   64,   10,   14,10007,10022,    1, 9997,   15,   13,   17,   70,   20,    8,   95,   98,    3,   89,   20,    1
  380,20141117,  112,   27,   28,   40,    5,   10,   23,   70,    8,   86,   51,   24,  110,   12,   36,   24,   18,   20,  248,    0,   -1,   -1,   21,10045,10077,   23,10006,    1,   57,   24,   75,    9,    7,   87,   98,   24,   78,   10,    3
  380,20141118,   46,   20,   22,   30,    5,   10,    2,   50,    5,   76,   55,    1,   87,   14,   45,    6,    0,    0,  146,   18,    5,    3,    5,10102,10140,   24,10075,    1,   15,   24,   61,    1,    8,   96,   98,    3,   92,   13,    2
  380,20141119,   73,   17,   19,   30,    1,    0,    7,   60,   16,   71,   44,   24,   96,   12,   35,   24,   10,   11,  246,    0,    0,    0,    1,10209,10255,   24,10145,    1,   18,    4,   63,   13,    7,   92,   98,    1,   80,   13,    3
  380,20141120,   70,   26,   25,   50,   14,   10,    1,   70,   14,   41,   19,    8,   75,   12,   -3,   24,   23,   26,  364,    0,    0,    0,    1,10259,10267,   10,10249,   24,   18,    2,   59,   19,    5,   95,   98,    1,   90,   12,    4
  380,20141121,   80,   23,   25,   30,    4,   20,    1,   60,   12,   42,   -2,    3,   88,   14,  -15,    6,   68,   78,  520,    0,    0,    0,    1,10211,10244,    1,10187,   24,   16,    2,   62,   13,    2,   91,   98,    1,   78,   13,    6
  380,20141122,  149,   13,   16,   20,    1,   10,    6,   50,   10,   89,   36,    3,  150,   15,   22,    6,   57,   66,  467,    0,    0,    0,    1,10179,10185,   22,10172,   16,   50,    1,   75,   11,    3,   87,   98,    6,   71,   13,    7
  380,20141123,  182,   24,   28,   40,   15,   20,    1,   80,   16,  124,   70,    8,  165,   13,   48,   12,   72,   84,  476,    0,   -1,   -1,   17,10165,10185,    1,10144,   18,   57,    6,   75,   12,    5,   82,   94,    1,   72,   14,    7
  380,20141124,  357,   10,   20,   50,    1,   10,    8,   90,    1,   70,   16,   24,  128,    1,  -14,   24,   55,   64,  471,   27,   17,    5,    4,10249,10278,   20,10181,    1,   39,    1,   77,   14,    3,   88,   98,    4,   64,   14,    6
  380,20141125,   73,   41,   42,   60,   11,   10,    1,  100,   15,   40,    3,    3,   74,   14,  -17,    6,   69,   81,  495,    0,    0,    0,    1,10229,10266,    1,10179,   24,   57,    3,   75,   14,    3,   86,   96,    2,   74,   13,    6
  380,20141126,   88,   31,   31,   40,    1,   20,   19,  100,   11,   58,   41,    1,   76,   23,   36,    6,    0,    0,  156,    6,    2,    2,   12,10137,10175,    1,10106,   24,   46,   13,   58,    1,    8,   92,   95,   15,   85,   10,    2
  380,20141127,   87,   28,   29,   40,   14,   20,    1,   60,   12,   71,   54,   23,   81,   11,   48,   24,    0,    0,  141,   73,   47,   14,   13,10073,10100,    1,10056,   16,   30,   19,   57,    1,    7,   96,   98,   18,   92,    9,    2
  380,20141128,   76,   48,   49,   70,   15,   30,    1,  110,   16,   61,   38,   24,   96,   13,   35,   24,   16,   19,  228,     ,     ,     ,     ,10078,10109,   22,10059,    4,   46,    2,   59,    9,    4,   90,   97,    1,   81,   13,    3
  380,20141129,   73,   43,   43,   60,    2,   20,    7,  110,    1,   36,   16,    8,   62,   11,    5,   12,   72,   86,  465,    0,    0,    0,    1,10134,10148,   19,10112,    1,   56,    1,   61,   11,    3,   90,   94,    5,   83,   11,    6
  391,20141115,  146,   15,   22,   40,   10,   10,    3,   80,    9,   95,   65,   21,  116,   14,   56,   24,    2,    2,  191,   10,    3,    2,    5,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   93,  100,   21,   84,   11,    3
  391,20141116,  201,   10,   17,   30,   23,    0,    2,   60,   24,   83,   69,    2,   91,   14,   65,    6,    0,    0,  115,  116,   83,   11,    5,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   97,   99,    1,   92,   24,    2
  391,20141117,  122,   21,   24,   40,    5,   10,   18,   70,    5,   94,   72,   24,  116,   12,   62,   24,   35,   40,  374,    8,   13,   11,   18,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   89,   98,   24,   78,   12,    5
  391,20141118,   44,   25,   26,   40,   10,   10,    1,   70,   10,   82,   72,    1,   93,   12,   64,    6,    0,    0,  112,    0,   -1,   -1,   14,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   91,   97,    1,   88,   12,    2
  391,20141119,   35,   10,   13,   20,    1,   10,    3,   40,   14,   76,   54,   24,   84,   13,   42,   24,    0,    0,   98,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   88,   97,   24,   79,   14,    1
  391,20141120,   81,   15,   18,   30,   11,   10,    1,   60,   20,   65,   21,   23,   96,   13,    7,   24,    3,    3,  248,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   91,   99,    2,   79,   13,    3
  391,20141121,   86,   27,   28,   40,   11,   20,    1,   70,   12,   53,   25,    8,   90,   14,   12,    6,   73,   85,  512,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   85,   95,    1,   68,   14,    7
  391,20141122,  139,   27,   28,   40,    7,   20,    1,   70,   11,   79,   44,    1,  108,   14,   37,    6,   72,   84,  476,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   85,   89,   23,   79,   12,    7
  391,20141123,  153,   24,   25,   40,   11,   20,    1,   70,   13,  103,   76,    7,  130,   14,   69,   12,   72,   84,  441,    4,    2,    2,   24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   85,   94,   24,   76,   13,    7
  391,20141124,  293,   11,   16,   30,    1,    0,    8,  100,    1,   59,   -3,   24,  110,    1,  -15,   24,   63,   74,  478,   40,   38,   19,    3,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   92,  100,   21,   63,   13,    6
  391,20141125,   74,   22,   24,   40,   13,   10,    1,   70,   14,   38,  -19,    7,  100,   14,  -31,   12,   69,   82,  525,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   87,  100,    1,   65,   14,    6
  391,20141126,  115,   36,   38,   50,    8,   30,    1,   90,   11,   53,   34,    1,   69,   14,   30,    6,    3,    4,  232,    6,    5,    4,   15,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   83,   90,    1,   76,   11,    3
  391,20141127,  129,   35,   35,   50,   20,   30,    1,  100,   23,   68,   60,    3,   80,   14,   56,   24,    0,    0,  145,   51,   26,    6,   18,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   86,   95,   21,   80,    7,    2
  391,20141128,   97,   39,   42,   60,   11,   30,   15,   90,   10,   63,   23,   24,   92,   12,   19,   24,    8,   10,  247,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   84,   89,    2,   78,   10,    3
  391,20141129,   87,   26,   27,   40,    1,   20,    7,   80,   12,   31,   11,    7,   56,   14,    6,   12,     ,     ,  397,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   88,   93,    8,   79,   14,    5
